Initiative Record ID#,Initative Type,Marketing Projects Record ID#,Page Name,Website,Priority,Assigned To,Initiative CF Status,Content Lauch Date,CF Required Completion Date,CF Actual Start Date,Duration,CF Projected Completion Date,CF Actual Completion Date,Days Overdue,ULDs Req.,ULDs Total Sent to CF  (Queued),ULDs Total Sent to CF (Deficit) or Overage,Contacts Req. For EM,Links Req.,Contacts Total Harvested,Contacts Total Harvested (Deficit) Overage,# of Campaigns,Campaigns,Add Campaign,Contact Finding: History/Notes/Issues,Initiative Email Marketing Status,Email Marketing Projected Send Date,Email Marketing Actual Send Date (Start),Email Marketing Actual Send Date (Completion),Total # Email Sent,Sent Email (Deficit) Overage,Campaign - Total Projected Links From Email Sent,Total # of Links Built,Email Marketing: History/Notes/Issues,Total Projected Links Built To Date,Projected Conversion % - To Date,Actual Conversion %,Performance - Links Builts Vs. Projected to Date,Total ULD Built,Total Actual Contacts Harvested (Ref Only)
879,RMI,896,OS-Financial-Aid-Military,OnlineSchools.org,Done - Seattle Override,Michellen Meneses <58825601.fjbv>,Complete,03-29-2016,,04-12-2016,7,04-21-2016,04-19-2016,,"6,000",0,"-6,000","3,333.3333333333",15,"7,194","3,860.6666666667",2,879,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=879&z=bgfb,,Complete,,04-13-2016,04-19-2016,6881,"3,547.6666666667",34.405,55,,32.934325,0.47862701642203%,0.79930242697282%,22.065675,37,7194
880,RMI,897,AOC-Accredited-Online-Colleges,AccreditedOnlineColleges.org,Done - Seattle Override,Michellen Meneses <58825601.fjbv>,Complete,03-29-2016,,04-13-2016,7,04-22-2016,05-06-2016,,0,"143,563","143,563",0,0,"16,656","16,656",11,880,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=880&z=bgfb,,Not Started,,,,0,0,0,0,,0,,,0,0,"16,656"
881,RMI,898,AOC-Accredited-Online-Colleges-And-Disability-Education,AccreditedOnlineColleges.org,Done - Seattle Override,Michellen Meneses <58825601.fjbv>,In Progress,03-29-2016,,04-20-2016,7,04-29-2016,,,"24,000",0,"-24,000","13,333.333333333",60,"8,579","-4,754.3333333333",1,881,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=881&z=bgfb,,In Progress,,04-21-2016,,5936,"-7,397.3333333333",29.68,52,,28.213808,0.4753%,0.87601078167116%,23.786192,49,8579
882,RMI,899,AOC-Veteran-Continuing-Ed,AccreditedOnlineColleges.org,Done - Seattle Override,Michellen Meneses <58825601.fjbv>,Not Started,03-29-2016,,,7,,,,0,,0,0,0,0,0,0,882,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=882&z=bgfb,,Not Started,,,,,0,,,,,,,,,
883,RMI,900,AOC-Degree-Programs,AccreditedOnlineColleges.org,Done - Seattle Override,Michellen Meneses <58825601.fjbv>,Complete,03-29-2016,,04-19-2016,7,04-28-2016,05-05-2016,,0,"68,748","68,748",0,0,"6,949","6,949",9,883,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=883&z=bgfb,,Not Started,,,,0,0,0,0,,0,,,0,0,6949
884,RMI,901,AOC-Online-Colleges-That-Offer-Laptops-For-Students,AccreditedOnlineColleges.org,Done - Seattle Override,Michellen Meneses <58825601.fjbv>,Complete,03-29-2016,,04-27-2016,7,05-06-2016,05-05-2016,,0,"35,243","35,243",0,0,"4,484","4,484",6,884,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=884&z=bgfb,,Not Started,,,,0,0,0,0,,0,,,0,0,4484
885,RMI,902,AOC-Fafsa-Guide,AccreditedOnlineColleges.org,Done - Seattle Override,Michellen Meneses <58825601.fjbv>,Not Started,03-29-2016,,,7,,,,0,,0,0,0,0,0,0,885,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=885&z=bgfb,,Not Started,,,,,0,,,,,,,,,
900,RMI,917,BC Top Online Schools,BestColleges.com,High,DONNIE DINH <58705085.b9qm>,Complete,05-17-2016,,05-17-2016,7,05-26-2016,11-30-2016,,"188,000",0,"-188,000","104,444.44444444",188,"185,646","81,201.555555556",5,900,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=900&z=bgfb,,Complete,,05-26-2016,11-30-2016,"146,196","41,751.555555556",292.392,589,,224.865399,0.15381091069523%,0.40288379983036%,364.134601,261,"185,646"
901,RMI,918,California Additional,OnlineColleges.net,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,06-03-2016,05-30-2016,,05-30-2016,10-04-2016,,"24,800","214,554","189,754","13,777.777777778",31,"16,099","2,321.2222222222",26,901,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=901&z=bgfb,,In Progress,06-09-2016,06-09-2016,,"12,330","-1,447.7777777778",30.825,20,,25.83671425,0.20954350567721%,0.16220600162206%,-5.83671425,13,"16,099"
902,RMI,919,Florida Additional,OnlineColleges.net,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,06-03-2016,06-02-2016,,06-02-2016,10-04-2016,,"12,800","95,115","82,315","7,111.1111111111",16,"7,942",830.88888888889,18,902,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=902&z=bgfb,,Complete,06-09-2016,06-09-2016,10-05-2016,6821,-290.11111111111,17.0525,21,,14.32737425,0.2100480024923%,0.30787274593168%,6.67262575,15,7942
903,RMI,920,Online College HP,OnlineColleges.net,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,07-01-2016,06-17-2016,,06-17-2016,10-04-2016,,"30,133.333333333","769,729","739,595.66666667","16,740.74074074",113,"20,311","3,570.2592592593",56,903,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=903&z=bgfb,,Complete,06-10-2016,07-07-2016,10-05-2016,"21,363","4,622.2592592593",160.2225,54,,122.60894925,0.57393132635866%,0.25277348686982%,-68.60894925,38,"20,311"
904,RMI,921,New York Additional,OnlineColleges.net,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,06-10-2016,06-03-2016,,06-03-2016,10-04-2016,,"4,800","153,630","148,830","2,666.6666666667",6,"3,563",896.33333333333,19,904,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=904&z=bgfb,,Complete,06-10-2016,07-07-2016,10-05-2016,2881,214.33333333333,7.2025,15,,5.165215,0.1792854911489%,0.5206525511975%,9.834785,8,3563
905,RMI,922,Ohio Additional,OnlineColleges.net,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,06-10-2016,06-08-2016,,06-08-2016,07-07-2016,,"2,400","73,565","71,165","1,333.3333333333",3,"2,004",670.66666666667,15,905,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=905&z=bgfb,,In Progress,06-17-2016,07-07-2016,,663,-670.33333333333,1.6575,21,,1.403571,0.2117%,3.1674208144796%,19.596429,13,2004
906,RMI,923,Texas Additional,OnlineColleges.net,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,06-10-2016,06-08-2016,,06-08-2016,10-04-2016,,"6,400","159,606","153,206","3,555.5555555556",8,"4,538",982.44444444444,24,906,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=906&z=bgfb,,Complete,06-17-2016,07-07-2016,10-05-2016,3552,-3.5555555555557,8.88,22,,6.22023125,0.17511912302928%,0.61936936936937%,15.77976875,14,4538
907,RMI,924,BC-Top-Online-Accounting-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,06-17-2016,07-07-2016,,07-07-2016,08-17-2016,,"15,200","18,774","3,574","8,444.4444444444",19,"9,675","1,230.5555555556",4,907,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=907&z=bgfb,,Complete,06-17-2016,07-13-2016,08-18-2016,8466,21.555555555557,21.165,5,,17.555566,0.20736553271911%,0.059059768485708%,-12.555566,5,9675
908,RMI,925,BC-Best-Online-Rn-To-Bsn-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,06-17-2016,07-12-2016,,07-12-2016,10-13-2016,,"17,600","29,033","11,433","9,777.7777777778",22,"11,169","1,391.2222222222",5,908,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=908&z=bgfb,,In Progress,06-17-2016,07-13-2016,,7645,"-2,132.7777777778",19.1125,27,,15.89686775,0.2079381000654%,0.35317200784827%,11.10313225,17,"11,169"
909,RMI,926,BC-Best-Online-Bsn-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,06-17-2016,07-12-2016,,07-12-2016,10-13-2016,,"17,600","49,812","32,212","9,777.7777777778",22,"10,676",898.22222222222,8,909,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=909&z=bgfb,,In Progress,06-24-2016,07-13-2016,,7312,"-2,465.7777777778",18.28,18,,15.4249235,0.21095354896061%,0.24617067833698%,2.5750765,16,"10,676"
910,RMI,927,BC-Top-Online-Master-Of-Science-In-Nursing-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,06-17-2016,07-19-2016,,07-19-2016,10-13-2016,,"7,200","109,861","102,661","4,000",9,"6,820","2,820",13,910,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=910&z=bgfb,,In Progress,06-24-2016,07-20-2016,,1892,"-2,108",4.73,4,,3.29852525,0.17434065803383%,0.21141649048626%,0.70147475,3,6820
911,RMI,928,BC-Top-Online-Associate-Medical-Assisting-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,,07-19-2016,,07-19-2016,10-13-2016,,"11,200","213,986","202,786","6,222.2222222222",14,"11,888","5,665.7777777778",10,911,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=911&z=bgfb,,Complete,06-24-2016,07-20-2016,10-14-2016,6558,335.77777777778,16.395,7,,12.5650925,0.19159945867643%,0.10673985971333%,-5.5650925,7,"11,888"
912,RMI,929,BC-Top-Online-Masters-Public-Health-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,,07-19-2016,,07-19-2016,10-13-2016,,"15,200","210,879","195,679","8,444.4444444444",19,"10,234","1,789.5555555556",15,912,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=912&z=bgfb,,In Progress,07-01-2016,07-20-2016,,5859,"-2,585.4444444444",14.6475,13,,10.9015495,0.18606501962792%,0.22188086704216%,2.0984505,13,"10,234"
913,RMI,930,BC-Best-Online-Masters-In-Health-Informatics-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,,07-19-2016,,07-19-2016,10-19-2016,,"3,200","27,142","23,942","1,777.7777777778",4,"2,173",395.22222222222,5,913,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=913&z=bgfb,,In Progress,07-01-2016,07-20-2016,,1432,-345.77777777778,3.58,6,,2.62429725,0.18326098114525%,0.41899441340782%,3.37570275,5,2173
914,RMI,931,BC-Top-Online-Masters-Healthcare-Administration-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,,07-19-2016,,07-19-2016,10-13-2016,,"6,400","60,823","54,423","3,555.5555555556",8,"4,675","1,119.4444444444",6,914,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=914&z=bgfb,,In Progress,07-01-2016,07-20-2016,,3178,-377.55555555556,7.945,2,,5.72424775,0.1801210745752%,0.062932662051605%,-3.72424775,2,4675
915,RMI,932,BC-Best-Online-Masters-Engineering-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,06-17-2016,06-17-2016,,06-17-2016,08-03-2016,,"3,200","26,346","23,146","1,777.7777777778",4,"2,633",855.22222222222,7,915,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=915&z=bgfb,,In Progress,07-01-2016,08-04-2016,,1446,-331.77777777778,3.615,6,,2.8750095,0.198825%,0.4149377593361%,3.1249905,6,2633
916,RMI,933,BC-Best-Online-Programs-Masters-In-Educational-Administration,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,06-17-2016,06-20-2016,,06-20-2016,10-01-2016,,"3,200","46,032","42,832","1,777.7777777778",4,"2,400",622.22222222222,9,916,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=916&z=bgfb,,In Progress,07-01-2016,08-04-2016,,1173,-604.77777777778,2.9325,0,,2.33221725,0.198825%,0%,-2.33221725,0,2400
917,RMI,934,BC-Top-Online-Mba-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,,07-25-2016,,07-25-2016,10-19-2016,,"45,600","438,979","393,379","25,333.333333333",57,"28,921","3,587.6666666667",43,917,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=917&z=bgfb,,In Progress,07-08-2016,07-26-2016,,"20,538","-4,795.3333333333",51.345,18,,37.94816925,0.18477051928133%,0.087642418930762%,-19.94816925,18,"28,921"
918,RMI,935,BC-Best-Online-Masters-Psychology-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,,08-03-2016,,08-03-2016,08-03-2016,,"26,400",0,"-26,400","14,666.666666667",33,"17,261","2,594.3333333333",1,918,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=918&z=bgfb,,Complete,07-15-2016,08-04-2016,08-04-2016,"13,516","-1,150.6666666667",33.79,28,,26.873187,0.198825%,0.20716188221367%,1.126813,22,"17,261"
919,RMI,936,BC-Top-Online-Criminal-Justice-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,,08-03-2016,,08-03-2016,08-10-2016,,"7,200",0,"-7,200","4,000",9,"5,479","1,479",2,919,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=919&z=bgfb,,Complete,07-15-2016,08-04-2016,08-10-2016,4033,33,10.0825,6,,8.01861225,0.198825%,0.14877262583685%,-2.01861225,6,5479
920,RMI,937,BC-Best-Online-Masters-Criminal-Justice-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,,08-09-2016,,08-09-2016,08-09-2016,,"3,200",0,"-3,200","1,777.7777777778",4,"2,701",923.22222222222,2,920,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=920&z=bgfb,,Complete,07-15-2016,08-10-2016,08-10-2016,2136,358.22222222222,5.34,1,,4.246902,0.198825%,0.04681647940075%,-3.246902,1,2701
921,RMI,938,BC-Top-Online-Medical-Billing-Coding-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,,08-10-2016,,08-10-2016,10-26-2016,,"16,800","205,499","188,699","9,333.3333333333",21,"12,641","3,307.6666666667",20,921,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=921&z=bgfb,,In Progress,07-22-2016,08-10-2016,,7654,"-1,679.3333333333",19.135,5,,12.93008725,0.1689324176901%,0.065325320094068%,-7.93008725,4,"12,641"
922,RMI,939,BC-Best-Online-Masters-Education-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,06-17-2016,07-25-2016,,07-25-2016,10-25-2016,,"23,200","456,718","433,518","12,888.888888889",29,"17,411","4,522.1111111111",52,922,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=922&z=bgfb,,Complete,07-22-2016,08-10-2016,10-27-2016,"11,767","-1,121.8888888889",29.4175,29,,18.75036,0.15934698733747%,0.24645194187134%,10.24964,22,"17,411"
923,RMI,940,BC-Top-Masters-In-Early-Childhood-Education-Online-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,In Progress,06-08-2016,06-17-2016,10-06-2016,,10-06-2016,,,800,8196,"7,396",444.44444444444,1,361,-83.444444444444,1,923,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=923&z=bgfb,,Not Started,07-29-2016,,,0,-444.44444444444,0,0,,0,,,0,0,361
924,RMI,941,BC-Best-Online-Bachelors-Early-Childhood-Education,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,06-17-2016,08-10-2016,,08-10-2016,10-26-2016,,"20,800","183,519","162,719","11,555.555555556",26,"15,227","3,671.4444444444",17,924,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=924&z=bgfb,,Complete,07-29-2016,08-17-2016,10-27-2016,"10,784",-771.55555555555,26.96,7,,17.0250465,0.15787320567507%,0.064910979228487%,-10.0250465,6,"15,227"
925,RMI,942,BC-Top-Online-Computer-Science-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,06-17-2016,06-21-2016,,06-21-2016,11-02-2016,,"7,200","132,743","125,543","4,000",9,"5,043","1,043",16,925,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=925&z=bgfb,,In Progress,07-29-2016,08-17-2016,,3513,-487,8.7825,5,,6.263661,0.17829948761742%,0.14232849416453%,-1.263661,5,5043
926,RMI,943,BC-Top-Online-Software-Engineering-Degree-Graduate-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,06-17-2016,07-01-2016,,07-01-2016,11-02-2016,,"3,200","135,201","132,001","1,777.7777777778",4,"2,153",375.22222222222,16,926,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=926&z=bgfb,,In Progress,07-29-2016,08-17-2016,,1336,-441.77777777778,3.34,1,,1.96077325,0.14676446482036%,0.074850299401198%,-0.96077325,1,2153
927,RMI,944,BC-Best-Online-Masters-Educational-Leadership-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,06-17-2016,07-01-2016,,07-01-2016,11-02-2016,,"3,200","86,551","83,351","1,777.7777777778",4,"2,664",886.22222222222,12,927,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=927&z=bgfb,,In Progress,07-29-2016,08-17-2016,,1386,-391.77777777778,3.465,2,,2.03436975,0.14677992424242%,0.14430014430014%,-0.03436975,2,2664
928,RMI,945,BC-Top-Christian-Colleges,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,06-17-2016,07-05-2016,,07-05-2016,11-02-2016,,"3,200","40,099","36,899","1,777.7777777778",4,"3,007","1,229.2222222222",7,928,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=928&z=bgfb,,Complete,07-29-2016,08-17-2016,11-04-2016,2528,750.22222222222,6.32,7,,3.6835805,0.1457112539557%,0.27689873417722%,3.3164195,6,3007
929,RMI,946,BC-Best-Online-Graphic-Design-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,06-17-2016,07-13-2016,,07-13-2016,08-17-2016,,"2,400","18,524","16,124","1,333.3333333333",3,"2,267",933.66666666667,4,929,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=929&z=bgfb,,Complete,07-29-2016,08-18-2016,08-18-2016,2034,700.66666666667,5.085,5,,3.837141,0.18865%,0.24582104228122%,1.162859,4,2267
930,RMI,947,BC-Top-Mfa-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,In Progress,06-08-2016,06-24-2016,07-14-2016,,07-14-2016,,,"2,400","18,627","16,227","1,333.3333333333",3,0,"-1,333.3333333333",2,930,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=930&z=bgfb,,Not Started,08-05-2016,,,0,"-1,333.3333333333",0,0,,0,,,0,0,0
931,RMI,948,BC-Top-Online-Substance-Abuse-Counseling-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,06-24-2016,07-15-2016,,07-15-2016,10-15-2016,,"2,400","17,266","14,866","1,333.3333333333",3,"1,504",170.66666666667,3,931,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=931&z=bgfb,,In Progress,08-05-2016,08-26-2016,,0,"-1,333.3333333333",0,2,,0,,,2,2,1504
932,RMI,949,BC-Top-Online-Business-Administration-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,,08-24-2016,,08-24-2016,11-21-2016,,"23,200","240,324","217,124","12,888.888888889",29,"15,157","2,268.1111111111",23,932,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=932&z=bgfb,,In Progress,08-05-2016,08-26-2016,,7834,"-5,054.8888888889",19.585,10,,13.37428625,0.17072103969875%,0.12764871074802%,-3.37428625,9,"15,157"
933,RMI,950,BC-Best-Online-Bachelors-Information-Technology-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,,09-01-2016,,09-01-2016,11-10-2016,,"3,200","25,206","22,006","1,777.7777777778",4,"2,389",611.22222222222,4,933,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=933&z=bgfb,,In Progress,08-05-2016,09-05-2016,,1094,-683.77777777778,2.735,4,,1.7127445,0.15655799817185%,0.3656307129799%,2.2872555,4,2389
934,RMI,951,BC-Best-Online-Masters-School-Counseling-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,,08-25-2016,,08-25-2016,11-16-2016,,"6,400","28,988","22,588","3,555.5555555556",8,"4,425",869.44444444444,6,934,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=934&z=bgfb,,In Progress,08-05-2016,08-26-2016,,1907,"-1,648.5555555556",4.7675,3,,3.545113,0.1859%,0.15731515469324%,-0.545113,2,4425
935,RMI,952,BC-Top-Masters-In-Nutrition-Online-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,,08-24-2016,,08-24-2016,11-10-2016,,"8,000","38,915","30,915","4,444.4444444444",10,"5,166",721.55555555556,6,935,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=935&z=bgfb,,Complete,08-05-2016,08-26-2016,11-11-2016,4036,-408.44444444444,10.09,4,,7.01484725,0.17380691897919%,0.099108027750248%,-3.01484725,3,5166
936,RMI,953,BC-Top-Online-Hospitality-Management-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,,09-01-2016,,09-01-2016,11-21-2016,,"7,200","74,253","67,053","4,000",9,"5,318","1,318",7,936,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=936&z=bgfb,,In Progress,08-12-2016,09-05-2016,,2125,"-1,875",5.3125,3,,3.87546875,0.182375%,0.14117647058824%,-0.87546875,3,5318
937,RMI,954,BC-Top-Online-Masters-Social-Work-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,,09-01-2016,,09-01-2016,11-10-2016,,"3,200","13,486","10,286","1,777.7777777778",4,"2,283",505.22222222222,3,937,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=937&z=bgfb,,In Progress,08-12-2016,09-05-2016,,807,-970.77777777778,2.0175,5,,1.47176625,0.182375%,0.61957868649318%,3.52823375,5,2283
938,RMI,955,BC-Best-Online-Paralegal-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,,09-01-2016,,09-01-2016,11-24-2016,,"22,400","122,137","99,737","12,444.444444444",28,"14,684","2,239.5555555556",13,938,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=938&z=bgfb,,In Progress,08-12-2016,09-05-2016,,6980,"-5,464.4444444444",17.45,2,,12.729775,0.182375%,0.02865329512894%,-10.729775,2,"14,684"
939,RMI,956,BC-Best-Online-Masters-Counseling-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,,08-25-2016,,08-25-2016,11-16-2016,,"6,400","19,256","12,856","3,555.5555555556",8,"4,370",814.44444444444,3,939,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=939&z=bgfb,,In Progress,08-12-2016,08-26-2016,,2104,"-1,451.5555555556",5.26,4,,3.911336,0.1859%,0.19011406844106%,0.088664,1,4370
940,RMI,957,BC-Top-Online-Masters-Human-Resources-Programs,BestColleges.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,,09-01-2016,,09-01-2016,11-07-2016,,"3,200","13,480","10,280","1,777.7777777778",4,"2,158",380.22222222222,2,940,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=940&z=bgfb,,In Progress,08-12-2016,09-05-2016,,988,-789.77777777778,2.47,5,,1.801865,0.182375%,0.50607287449393%,3.198135,5,2158
941,RMI,958,ACCTG-Best-Associate-In-Accounting-Programs,Accounting.com,High,Michellen Meneses <58825601.fjbv>,Complete,06-08-2016,07-08-2016,07-16-2016,,07-18-2016,11-15-2016,,"4,000","24,689","20,689","2,222.2222222222",5,"2,665",442.77777777778,4,941,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=941&z=bgfb,,In Progress,08-19-2016,09-08-2016,,1696,-526.22222222222,4.24,1,,3.011248,0.17755%,0.058962264150943%,-2.011248,1,2665
942,RMI,959,ACCTG-Best-Online-Associate-In-Accounting-Programs,Accounting.com,High,Michellen Meneses <58825601.fjbv>,In Progress,06-08-2016,,09-06-2016,,09-06-2016,,,"2,400",223,"-2,177","1,333.3333333333",3,"1,198",-135.33333333333,2,942,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=942&z=bgfb,,In Progress,08-19-2016,09-08-2016,,1002,-331.33333333333,2.505,0,,1.779051,0.17755%,0%,-1.779051,0,1198
943,RMI,960,ACCTG-Best-Bachelors-In-Accounting-Programs,Accounting.com,High,Michellen Meneses <58825601.fjbv>,In Progress,06-08-2016,,09-06-2016,,09-06-2016,,,"2,400",226,"-2,174","1,333.3333333333",3,"1,203",-130.33333333333,2,943,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=943&z=bgfb,,In Progress,08-19-2016,09-08-2016,,997,-336.33333333333,2.4925,0,,1.7701735,0.17755%,0%,-1.7701735,0,1203
944,RMI,961,ACCTG-Best-Online-Bachelors-In-Accounting-Programs,Accounting.com,High,Michellen Meneses <58825601.fjbv>,In Progress,06-08-2016,,09-06-2016,,09-06-2016,,,"2,400",390,"-2,010","1,333.3333333333",3,"1,258",-75.333333333333,2,944,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=944&z=bgfb,,In Progress,08-19-2016,09-08-2016,,944,-389.33333333333,2.36,0,,1.676072,0.17755%,0%,-1.676072,0,1258
